DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.044, 1.655, 2.999, 2.115, 4.282, 5.429, 2.072, 4.65, 3.671, 93.328, 2.98, 3.0, 2.67, 3.0, 2.879, 5.688, 1.572, 2.0, 5.0, 2.114, 3.377, 1.025, 3.0, 4.624, 2.068, 4.725, 2.142, 996.299, 21.793, 8251.463, 4.558
4.632, 4.146, 2.83, 2.849, 9.249, 5.252, 3.881, 4.039, 2.632, 106.934, 3.59, 3.0, 2.511, 3.0, 3.801, 2.452, 1.26, 2.0, 5.0, 1.78, 3.82, 1.727, 3.0, 3.18, 2.896, 3.278, 2.739, 1148.95, 23.452, 5987.143, 3.485
4.166, 4.3, 2.889, 2.75, 6.276, 5.007, 2.073, 3.404, 4.309, 84.892, 3.477, 3.0, 2.952, 3.0, 2.382, 4.209, 1.379, 2.0, 5.0, 2.781, 2.344, 2.29, 3.0, 4.566, 2.479, 3.437, 2.922, 571.063, 21.373, 3797.217, 1.072
3.513, 2.281, 2.802, 2.008, 6.239, 5.568, 3.705, 3.891, 4.839, 80.47, 2.814, 3.0, 2.262, 3.0, 1.912, 2.824, 1.648, 2.0, 5.0, 2.94, 3.934, 1.301, 3.0, 4.432, 2.409, 4.642, 2.137, 1090.574, 22.617, 11435.571, 5.898
2.881, 5.694, 2.938, 2.039, 7.568, 5.578, 3.669, 2.401, 4.511, 99.837, 2.761, 3.0, 2.565, 3.0, 2.829, 2.666, 1.34, 2.0, 5.0, 1.483, 2.699, 2.045, 3.0, 4.213, 2.902, 4.251, 2.797, 1037.506, 25.267, 8537.693, 1.072
4.285, 4.126, 2.683, 2.745, 4.39, 5.442, 3.642, 5.523, 3.087, 117.438, 2.513, 3.0, 2.84, 3.0, 2.227, 3.9, 1.253, 2.0, 5.0, 1.848, 3.804, 2.555, 3.0, 3.654, 2.664, 4.812, 2.28, 1775.443, 31.581, 7407.201, 1.072
3.708, 1.393, 2.698, 2.42, 7.634, 5.35, 2.147, 5.423, 3.732, 94.192, 3.813, 3.0, 2.389, 3.0, 2.945, 3.262, 1.85, 2.0, 5.0, 1.145, 2.408, 2.755, 3.0, 4.256, 2.897, 5.856, 2.62, 912.998, 25.444, 7397.729, 1.072
2.459, 1.393, 2.503, 2.739, 9.459, 5.013, 3.839, 2.377, 4.676, 96.651, 2.042, 3.0, 2.283, 3.0, 2.863, 3.698, 1.932, 2.0, 5.0, 1.304, 3.37, 2.937, 3.0, 4.868, 2.406, 5.819, 2.114, 1156.53, 27.377, 13102.112, 1.072
4.355, 2.504, 2.584, 2.115, 6.359, 5.811, 2.168, 3.215, 4.494, 95.534, 3.681, 3.0, 2.738, 3.0, 1.49, 5.701, 1.161, 2.0, 5.0, 2.026, 3.379, 2.32, 3.0, 3.867, 2.983, 3.276, 2.511, 709.434, 23.117, 6603.857, 2.413
3.978, 5.381, 2.371, 2.971, 9.662, 5.744, 2.519, 3.294, 3.709, 107.081, 3.061, 3.0, 2.197, 3.0, 1.226, 4.278, 1.353, 2.0, 5.0, 2.438, 2.082, 1.735, 3.0, 4.123, 2.98, 4.476, 2.741, 967.881, 21.849, 8308.396, 5.362
2.082, 5.911, 2.572, 2.519, 3.005, 5.148, 2.814, 5.276, 2.325, 80.113, 3.997, 3.0, 2.83, 3.0, 1.448, 1.18, 1.932, 2.0, 5.0, 1.818, 2.91, 1.593, 3.0, 4.685, 2.312, 5.123, 2.008, 680.195, 20.082, 5972.488, 5.362
3.13, 4.704, 2.851, 2.655, 8.759, 5.566, 3.224, 4.851, 4.274, 98.763, 3.636, 3.0, 2.943, 3.0, 1.293, 2.833, 1.575, 2.0, 5.0, 1.461, 2.274, 2.849, 3.0, 4.925, 2.677, 5.644, 2.735, 720.882, 23.762, 6337.636, 2.413
2.524, 1.613, 2.095, 2.468, 7.828, 5.475, 3.03, 5.64, 3.588, 119.133, 2.88, 3.0, 2.376, 3.0, 1.47, 3.984, 1.685, 2.0, 5.0, 1.153, 3.606, 1.781, 3.0, 3.938, 2.467, 5.448, 2.814, 1128.433, 23.618, 14764.801, 5.898
2.733, 4.719, 2.44, 2.761, 5.942, 5.141, 2.451, 2.214, 4.228, 85.678, 2.8, 3.0, 2.855, 3.0, 3.557, 5.607, 1.968, 2.0, 5.0, 2.817, 3.5, 1.162, 3.0, 4.968, 2.089, 3.43, 2.473, 912.157, 20.846, 4247.873, 4.021
3.041, 1.314, 2.839, 2.047, 4.87, 5.39, 2.35, 1.725, 4.367, 113.139, 3.586, 3.0, 2.134, 3.0, 3.24, 1.145, 1.458, 2.0, 5.0, 2.124, 2.918, 2.893, 3.0, 3.17, 2.837, 3.437, 2.109, 693.563, 22.763, 14392.999, 1.072
3.254, 3.35, 2.589, 2.392, 6.294, 5.446, 3.457, 1.752, 3.785, 87.288, 3.939, 3.0, 2.143, 3.0, 3.591, 2.534, 1.84, 2.0, 5.0, 2.451, 3.934, 1.926, 3.0, 3.648, 2.542, 4.389, 2.869, 688.929, 19.266, 7739.028, 3.485
2.08, 1.344, 2.329, 2.089, 9.612, 5.104, 2.921, 1.67, 2.723, 92.661, 3.735, 3.0, 2.596, 3.0, 1.31, 5.709, 1.514, 2.0, 5.0, 2.875, 2.185, 1.293, 3.0, 4.382, 2.19, 3.411, 2.557, 730.326, 21.122, 7458.329, 5.362
2.985, 1.559, 2.863, 2.474, 3.168, 5.302, 2.728, 2.231, 2.454, 85.438, 2.703, 3.0, 2.462, 3.0, 3.403, 4.708, 1.047, 2.0, 5.0, 1.111, 3.828, 2.227, 3.0, 4.117, 2.66, 4.948, 2.376, 919.156, 25.365, 10631.295, 1.072
4.572, 5.782, 2.515, 2.654, 7.596, 5.63, 3.559, 5.92, 4.974, 119.063, 2.151, 3.0, 2.546, 3.0, 2.262, 3.919, 1.53, 2.0, 5.0, 2.345, 2.257, 2.005, 3.0, 4.83, 2.704, 5.01, 2.246, 1688.174, 29.433, 6724.827, 1.072
4.945, 4.835, 2.313, 2.319, 4.827, 5.756, 3.188, 4.879, 4.111, 118.068, 3.334, 3.0, 2.482, 3.0, 2.193, 5.99, 1.696, 2.0, 5.0, 1.609, 3.728, 1.127, 3.0, 4.076, 2.455, 3.337, 2.824, 2190.673, 27.521, 6276.194, 4.021
3.771, 2.897, 2.009, 2.67, 9.863, 5.438, 2.56, 1.828, 4.856, 105.772, 3.667, 3.0, 2.131, 3.0, 1.851, 5.73, 1.101, 2.0, 5.0, 1.11, 3.892, 1.032, 3.0, 4.328, 2.896, 5.506, 2.833, 1355.515, 23.894, 16034.352, 5.362
2.666, 1.049, 2.141, 2.097, 7.013, 5.669, 3.944, 5.519, 2.545, 91.688, 2.561, 3.0, 2.663, 3.0, 1.204, 4.897, 1.431, 2.0, 5.0, 2.513, 3.715, 2.73, 3.0, 4.139, 2.068, 4.201, 2.689, 1285.985, 29.386, 6856.533, 2.413
4.679, 3.712, 2.17, 2.823, 5.731, 5.772, 3.819, 1.102, 2.768, 120.58, 3.703, 3.0, 2.015, 3.0, 2.235, 1.482, 1.884, 2.0, 5.0, 1.832, 2.716, 2.911, 3.0, 4.395, 2.377, 5.902, 2.574, 1923.832, 32.449, 18142.01, 1.072
4.731, 2.598, 2.464, 2.523, 7.548, 5.387, 2.702, 2.526, 3.473, 121.838, 3.029, 3.0, 2.696, 3.0, 3.098, 5.25, 1.836, 2.0, 5.0, 2.613, 3.059, 1.432, 3.0, 4.478, 2.973, 4.822, 2.242, 1932.482, 26.586, 10203.859, 3.485
2.386, 4.345, 2.874, 2.248, 4.297, 5.874, 3.969, 5.094, 2.723, 113.739, 2.621, 3.0, 2.308, 3.0, 2.941, 3.291, 1.244, 2.0, 5.0, 2.268, 2.196, 2.385, 3.0, 3.626, 2.979, 3.996, 2.703, 880.128, 24.734, 5825.162, 1.072
2.634, 3.441, 2.814, 2.102, 5.526, 5.096, 2.207, 5.373, 2.185, 112.619, 2.614, 3.0, 2.618, 3.0, 2.265, 1.064, 1.639, 2.0, 5.0, 1.426, 3.688, 1.892, 3.0, 4.224, 2.508, 4.178, 2.33, 1147.947, 23.724, 13964.766, 4.558
2.607, 1.254, 2.47, 2.176, 5.252, 5.184, 2.826, 3.514, 3.105, 79.974, 2.075, 3.0, 2.775, 3.0, 1.327, 3.948, 1.754, 2.0, 5.0, 2.283, 2.111, 2.386, 3.0, 4.329, 2.851, 4.68, 2.059, 1026.888, 26.728, 9810.566, 2.413
4.722, 3.507, 2.833, 2.417, 8.584, 5.534, 3.76, 2.846, 4.674, 110.884, 3.787, 3.0, 2.418, 3.0, 1.03, 4.22, 1.152, 2.0, 5.0, 2.758, 3.454, 1.033, 3.0, 4.006, 2.522, 4.54, 2.593, 1792.397, 25.809, 11467.864, 5.362
4.267, 5.245, 2.152, 2.375, 8.24, 5.963, 2.101, 1.964, 4.429, 124.409, 3.873, 3.0, 2.956, 3.0, 1.774, 1.015, 1.636, 2.0, 5.0, 1.539, 2.075, 1.95, 3.0, 4.815, 2.773, 4.202, 2.586, 856.526, 21.272, 16748.048, 5.362
3.742, 2.612, 2.434, 2.32, 7.497, 5.345, 2.562, 3.233, 3.051, 119.441, 3.063, 3.0, 2.11, 3.0, 2.679, 1.579, 1.226, 2.0, 5.0, 2.238, 2.05, 2.358, 3.0, 4.779, 2.958, 3.385, 2.725, 1433.321, 28.426, 14172.262, 1.072
3.482, 2.322, 2.179, 2.957, 5.664, 5.883, 3.857, 4.306, 2.745, 86.18, 2.366, 3.0, 2.056, 3.0, 2.133, 2.063, 1.542, 2.0, 5.0, 1.68, 3.397, 2.879, 3.0, 4.702, 2.247, 3.786, 2.272, 1125.431, 27.53, 10969.293, 1.072
3.282, 5.025, 2.71, 2.811, 5.434, 5.84, 3.451, 5.182, 4.071, 105.655, 2.769, 3.0, 2.353, 3.0, 3.974, 1.262, 1.892, 2.0, 5.0, 2.139, 3.493, 1.332, 3.0, 3.788, 2.552, 3.666, 2.019, 880.938, 20.514, 7112.003, 4.021
2.859, 2.68, 2.194, 2.679, 8.102, 5.008, 3.273, 1.143, 3.335, 83.807, 3.548, 3.0, 2.344, 3.0, 2.874, 5.235, 1.552, 2.0, 5.0, 1.04, 3.404, 1.469, 3.0, 4.217, 2.234, 3.419, 2.442, 904.967, 21.333, 8036.766, 4.021
2.41, 4.89, 2.675, 2.326, 3.824, 5.41, 3.568, 4.838, 4.976, 117.428, 3.845, 3.0, 2.294, 3.0, 2.88, 1.552, 1.682, 2.0, 5.0, 2.13, 2.988, 2.207, 3.0, 4.67, 2.159, 4.204, 2.795, 1017.522, 25.098, 7215.056, 1.072
2.201, 3.426, 2.428, 2.398, 3.495, 5.669, 3.19, 5.897, 2.724, 105.884, 2.244, 3.0, 2.678, 3.0, 3.009, 3.372, 1.368, 2.0, 5.0, 2.986, 3.657, 1.334, 3.0, 3.194, 2.378, 3.076, 2.897, 874.879, 20.644, 5785.338, 4.021
3.234, 4.877, 2.486, 2.892, 5.574, 5.357, 3.768, 1.024, 3.885, 120.723, 2.188, 3.0, 2.381, 3.0, 1.8, 4.703, 1.793, 2.0, 5.0, 1.232, 3.109, 2.945, 3.0, 4.386, 2.583, 3.904, 2.116, 1516.704, 30.206, 10261.283, 2.413
2.333, 2.133, 2.943, 2.259, 4.813, 5.409, 2.723, 3.355, 4.915, 115.458, 3.504, 3.0, 2.722, 3.0, 1.353, 5.849, 1.428, 2.0, 5.0, 1.464, 2.941, 2.39, 3.0, 4.167, 2.812, 4.596, 2.586, 899.182, 25.035, 7763.799, 2.413
2.076, 2.433, 2.447, 2.332, 7.578, 5.456, 3.568, 2.33, 4.764, 107.637, 2.374, 3.0, 2.267, 3.0, 2.846, 3.433, 1.574, 2.0, 5.0, 1.365, 2.19, 1.616, 3.0, 4.66, 2.859, 3.966, 2.663, 1268.342, 23.762, 14179.235, 4.558
3.372, 4.843, 2.329, 2.157, 6.77, 5.339, 2.615, 1.012, 3.331, 115.635, 3.935, 3.0, 2.787, 3.0, 1.063, 1.282, 1.967, 2.0, 5.0, 2.103, 3.031, 1.73, 3.0, 4.185, 2.162, 3.991, 2.104, 1216.761, 24.033, 17390.982, 5.362
3.105, 5.315, 2.681, 2.882, 5.511, 5.167, 3.243, 2.492, 3.3, 103.089, 2.056, 3.0, 2.236, 3.0, 1.258, 1.788, 1.331, 2.0, 5.0, 2.218, 2.591, 1.751, 3.0, 3.722, 2.412, 3.34, 2.136, 1215.606, 24.201, 12365.606, 5.898
3.673, 3.183, 2.575, 2.365, 3.848, 5.687, 2.798, 3.556, 2.648, 80.684, 3.347, 3.0, 2.162, 3.0, 1.985, 4.928, 1.179, 2.0, 5.0, 1.418, 3.949, 1.069, 3.0, 3.977, 2.535, 3.949, 2.062, 1309.743, 24.457, 9980.45, 5.362
3.621, 5.925, 2.043, 2.091, 9.597, 5.917, 3.892, 4.864, 2.064, 77.575, 2.487, 3.0, 2.302, 3.0, 2.392, 4.444, 1.297, 2.0, 5.0, 2.303, 3.827, 1.63, 3.0, 3.702, 2.993, 4.73, 2.42, 1273.543, 23.631, 5652.108, 4.558
4.899, 5.644, 2.488, 2.389, 5.763, 5.793, 2.627, 3.402, 3.084, 100.426, 3.623, 3.0, 2.903, 3.0, 2.316, 5.716, 1.738, 2.0, 5.0, 1.195, 3.84, 1.592, 3.0, 4.735, 2.279, 3.021, 2.28, 1103.539, 23.543, 5788.034, 4.021
2.524, 3.065, 2.5, 2.237, 8.535, 5.324, 2.469, 1.078, 2.99, 77.072, 3.735, 3.0, 2.384, 3.0, 3.974, 1.609, 1.192, 2.0, 5.0, 2.577, 2.333, 2.653, 3.0, 4.989, 2.994, 5.697, 2.427, 567.144, 21.653, 8902.342, 1.072
3.801, 3.92, 2.005, 2.746, 3.714, 5.679, 3.713, 5.539, 3.132, 122.862, 2.639, 3.0, 2.215, 3.0, 1.077, 4.075, 1.188, 2.0, 5.0, 1.45, 3.675, 1.114, 3.0, 4.103, 2.832, 4.849, 2.138, 1646.663, 27.037, 15589.484, 5.898
3.726, 3.919, 2.736, 2.973, 7.356, 5.633, 2.064, 3.414, 3.365, 92.736, 2.694, 3.0, 2.634, 3.0, 2.052, 3.593, 2.0, 2.0, 5.0, 2.689, 2.562, 2.779, 3.0, 4.291, 2.945, 4.842, 2.75, 642.755, 22.588, 6227.606, 1.072
4.784, 4.471, 2.156, 2.776, 5.986, 5.727, 3.048, 5.257, 3.232, 114.107, 3.186, 3.0, 2.348, 3.0, 1.119, 5.828, 1.72, 2.0, 5.0, 1.769, 2.725, 1.941, 3.0, 4.362, 2.346, 4.164, 2.339, 1392.952, 24.545, 6594.585, 5.362
3.133, 2.24, 2.427, 2.062, 9.234, 5.845, 2.097, 5.884, 4.724, 89.997, 3.039, 3.0, 2.266, 3.0, 1.411, 4.903, 1.178, 2.0, 5.0, 2.099, 2.31, 1.881, 3.0, 4.441, 2.928, 4.739, 2.828, 1022.302, 22.173, 7847.733, 5.362
3.359, 5.469, 2.634, 2.36, 6.569, 5.686, 3.078, 3.772, 4.128, 87.563, 2.171, 3.0, 2.502, 3.0, 1.784, 5.334, 1.302, 2.0, 5.0, 2.927, 3.084, 2.783, 3.0, 3.447, 2.416, 4.163, 2.573, 690.509, 23.23, 4133.588, 2.413
4.118, 4.583, 2.863, 2.747, 7.855, 5.867, 2.86, 3.939, 4.829, 112.204, 3.061, 3.0, 2.474, 3.0, 2.383, 3.43, 1.784, 2.0, 5.0, 2.439, 2.619, 2.698, 3.0, 3.63, 2.983, 4.886, 2.725, 667.355, 22.361, 6553.944, 1.072
2.773, 3.013, 2.736, 2.214, 4.18, 5.621, 2.673, 5.881, 3.402, 103.405, 3.85, 3.0, 2.961, 3.0, 1.84, 3.13, 1.947, 2.0, 5.0, 2.092, 2.93, 2.035, 3.0, 4.056, 2.176, 3.651, 2.2, 1094.881, 26.252, 5962.788, 2.413
3.595, 4.187, 2.211, 2.482, 8.278, 5.704, 2.479, 2.894, 3.482, 87.863, 2.239, 3.0, 2.936, 3.0, 3.948, 2.534, 1.062, 2.0, 5.0, 2.9, 2.442, 2.935, 3.0, 4.028, 2.366, 4.797, 2.782, 991.388, 25.996, 6813.802, 1.072
4.829, 1.992, 2.137, 2.768, 3.595, 5.761, 3.867, 1.181, 3.476, 83.157, 3.634, 3.0, 2.32, 3.0, 3.007, 5.705, 1.918, 2.0, 5.0, 1.119, 2.812, 2.42, 3.0, 4.519, 2.74, 5.22, 2.981, 1110.907, 26.63, 7179.994, 1.072
4.83, 2.815, 2.2, 2.073, 5.248, 5.319, 2.147, 4.085, 3.072, 92.447, 3.415, 3.0, 2.989, 3.0, 3.167, 2.811, 1.16, 2.0, 5.0, 2.621, 2.046, 1.099, 3.0, 3.421, 2.435, 3.57, 2.936, 758.63, 19.883, 8032.774, 3.485
4.896, 2.288, 2.757, 2.43, 9.606, 5.024, 3.707, 4.062, 3.199, 100.76, 3.143, 3.0, 2.546, 3.0, 2.612, 4.493, 1.669, 2.0, 5.0, 2.645, 2.343, 2.49, 3.0, 3.595, 2.205, 4.022, 2.949, 681.399, 22.835, 5052.732, 1.072
2.928, 2.946, 2.994, 2.637, 4.22, 5.054, 2.875, 5.981, 4.719, 113.349, 3.949, 3.0, 2.083, 3.0, 3.246, 3.238, 1.967, 2.0, 5.0, 2.642, 2.457, 2.779, 3.0, 3.902, 2.305, 3.967, 2.55, 727.682, 23.255, 3669.64, 1.072
4.784, 3.544, 2.626, 2.442, 8.016, 5.253, 2.896, 4.441, 3.839, 122.732, 3.482, 3.0, 2.245, 3.0, 3.553, 2.924, 1.483, 2.0, 5.0, 1.744, 3.338, 1.487, 3.0, 3.541, 2.218, 5.675, 2.748, 1120.078, 23.161, 12365.966, 3.485
3.516, 4.241, 2.775, 2.602, 8.453, 5.542, 2.49, 1.081, 2.743, 89.291, 2.261, 3.0, 2.696, 3.0, 2.064, 5.094, 1.542, 2.0, 5.0, 1.344, 2.961, 1.711, 3.0, 3.622, 2.391, 4.478, 2.952, 777.702, 20.986, 9673.877, 4.558
2.283, 5.964, 2.549, 2.226, 3.986, 5.521, 2.21, 4.689, 3.556, 76.08, 3.384, 3.0, 2.398, 3.0, 1.239, 2.244, 1.628, 2.0, 5.0, 2.078, 2.631, 2.451, 3.0, 3.034, 2.27, 5.888, 2.203, 698.36, 23.366, 6373.208, 2.413
3.192, 5.988, 2.045, 2.986, 9.565, 5.321, 3.696, 4.538, 3.219, 122.991, 3.039, 3.0, 2.28, 3.0, 1.978, 5.959, 1.484, 2.0, 5.0, 1.956, 2.538, 2.626, 3.0, 4.582, 2.752, 4.787, 2.971, 1329.608, 28.52, 4312.148, 2.413
2.861, 4.735, 2.92, 2.995, 4.849, 5.528, 3.098, 2.872, 4.986, 82.192, 3.411, 3.0, 2.286, 3.0, 2.498, 3.795, 1.196, 2.0, 5.0, 1.807, 2.449, 1.82, 3.0, 3.891, 2.566, 5.558, 2.692, 905.321, 21.054, 6651.882, 4.021
2.409, 3.782, 2.494, 2.137, 6.476, 5.828, 2.225, 4.478, 4.205, 97.432, 2.695, 3.0, 2.315, 3.0, 3.347, 2.744, 1.951, 2.0, 5.0, 1.304, 2.754, 1.903, 3.0, 3.745, 2.917, 5.856, 2.695, 1173.128, 23.432, 10781.649, 4.021
3.307, 4.56, 2.204, 2.47, 9.681, 5.058, 2.145, 2.529, 3.54, 80.652, 3.787, 3.0, 2.36, 3.0, 2.128, 3.915, 1.965, 2.0, 5.0, 1.066, 3.698, 2.795, 3.0, 3.015, 2.044, 5.993, 2.857, 704.162, 23.74, 7617.506, 1.072
4.462, 4.876, 2.45, 2.136, 7.516, 5.133, 2.292, 2.976, 3.779, 86.128, 2.646, 3.0, 2.633, 3.0, 1.303, 4.422, 1.181, 2.0, 5.0, 2.46, 2.192, 1.386, 3.0, 4.652, 2.854, 5.323, 2.047, 1187.876, 23.407, 10469.538, 5.898
3.892, 4.114, 2.63, 2.089, 3.018, 5.795, 3.139, 1.628, 3.808, 110.308, 3.384, 3.0, 2.514, 3.0, 3.822, 3.712, 1.053, 2.0, 5.0, 2.014, 3.999, 2.974, 3.0, 3.857, 2.618, 4.73, 2.894, 807.061, 24.437, 9172.071, 1.072
2.553, 5.243, 2.961, 2.484, 6.209, 5.476, 3.699, 1.122, 2.517, 116.526, 2.405, 3.0, 2.824, 3.0, 2.62, 3.083, 1.123, 2.0, 5.0, 2.552, 2.123, 1.244, 3.0, 3.671, 2.514, 4.559, 2.255, 1057.971, 22.746, 11230.457, 4.558
4.245, 3.616, 2.809, 2.499, 4.152, 5.113, 2.817, 3.585, 3.898, 99.961, 3.066, 3.0, 2.908, 3.0, 3.204, 5.938, 1.396, 2.0, 5.0, 1.014, 3.816, 2.596, 3.0, 4.154, 2.656, 3.496, 2.418, 910.603, 25.046, 4718.64, 1.072
2.553, 4.442, 2.532, 2.838, 6.463, 5.374, 2.992, 4.656, 2.649, 122.987, 3.973, 3.0, 2.039, 3.0, 2.358, 5.358, 1.206, 2.0, 5.0, 2.596, 2.22, 2.913, 3.0, 3.271, 2.312, 5.275, 2.259, 1142.361, 28.15, 4303.831, 1.072
3.648, 4.537, 2.244, 2.487, 3.432, 5.883, 3.636, 2.793, 3.996, 86.522, 2.693, 3.0, 2.231, 3.0, 3.708, 3.972, 1.789, 2.0, 5.0, 1.069, 2.92, 2.646, 3.0, 3.592, 2.298, 3.791, 2.711, 913.41, 25.16, 6228.12, 1.072
4.642, 1.639, 2.825, 2.471, 3.854, 5.923, 2.707, 2.59, 2.21, 102.221, 3.343, 3.0, 2.731, 3.0, 2.944, 3.106, 1.366, 2.0, 5.0, 1.742, 3.561, 1.95, 3.0, 4.258, 2.27, 3.579, 2.609, 915.885, 22.671, 12975.228, 4.021
3.118, 2.313, 2.638, 2.804, 4.623, 5.521, 2.9, 5.911, 3.184, 96.444, 2.269, 3.0, 2.751, 3.0, 1.039, 5.127, 1.606, 2.0, 5.0, 1.585, 2.656, 2.309, 3.0, 4.059, 2.954, 4.187, 2.15, 935.088, 25.914, 6233.1, 2.413
3.835, 3.023, 2.886, 2.136, 7.575, 5.43, 2.776, 3.908, 2.62, 95.529, 3.695, 3.0, 2.549, 3.0, 3.166, 4.052, 1.469, 2.0, 5.0, 1.392, 3.535, 1.329, 3.0, 3.266, 2.966, 5.925, 2.074, 1346.16, 24.443, 9930.756, 3.485
3.214, 5.096, 2.458, 2.606, 5.622, 5.169, 2.74, 5.323, 2.472, 99.977, 2.902, 3.0, 2.101, 3.0, 1.752, 3.809, 1.824, 2.0, 5.0, 1.37, 3.461, 1.759, 3.0, 3.778, 2.931, 3.14, 2.736, 1070.64, 22.856, 6128.531, 5.898
2.033, 5.11, 2.852, 2.784, 7.678, 5.263, 3.342, 3.952, 3.857, 79.249, 3.57, 3.0, 2.131, 3.0, 1.817, 5.589, 1.958, 2.0, 5.0, 1.958, 3.119, 2.991, 3.0, 3.859, 2.106, 4.547, 2.424, 604.577, 22.982, 2742.919, 2.413
3.548, 3.002, 2.543, 2.287, 6.473, 5.606, 3.822, 4.273, 4.992, 101.74, 2.24, 3.0, 2.344, 3.0, 3.193, 3.987, 1.199, 2.0, 5.0, 2.76, 3.987, 1.436, 3.0, 4.152, 2.295, 3.425, 2.719, 1399.063, 23.964, 8494.692, 4.021
2.371, 1.431, 2.969, 2.772, 5.578, 5.782, 3.031, 5.158, 3.477, 114.462, 3.41, 3.0, 2.296, 3.0, 2.86, 3.11, 1.813, 2.0, 5.0, 1.926, 3.642, 1.091, 3.0, 3.357, 2.872, 5.353, 2.27, 1021.752, 21.592, 11143.476, 4.021
4.128, 1.01, 2.719, 2.777, 5.116, 5.805, 2.833, 5.189, 3.103, 85.208, 3.932, 3.0, 2.46, 3.0, 2.657, 5.626, 1.945, 2.0, 5.0, 2.943, 2.901, 1.105, 3.0, 4.315, 2.207, 3.868, 2.615, 756.801, 19.97, 3973.935, 4.021
3.235, 1.078, 2.054, 2.833, 3.908, 5.969, 2.091, 3.515, 2.166, 77.621, 3.387, 3.0, 2.351, 3.0, 1.267, 1.785, 1.909, 2.0, 5.0, 2.977, 2.149, 1.669, 3.0, 4.295, 2.928, 5.349, 2.639, 601.669, 19.335, 13159.995, 5.362
2.132, 4.774, 2.579, 2.29, 6.081, 5.965, 2.778, 5.241, 3.931, 122.573, 2.515, 3.0, 2.886, 3.0, 1.074, 1.354, 1.435, 2.0, 5.0, 1.223, 2.35, 1.636, 3.0, 3.807, 2.881, 5.153, 2.113, 1685.315, 25.939, 16559.719, 5.898
3.069, 1.451, 2.688, 2.35, 6.997, 5.008, 3.911, 3.714, 4.079, 122.7, 2.585, 3.0, 2.332, 3.0, 2.484, 4.138, 1.514, 2.0, 5.0, 1.968, 2.931, 2.051, 3.0, 3.408, 2.451, 4.066, 2.877, 1526.648, 28.688, 10409.315, 1.072
4.524, 1.201, 2.213, 2.051, 8.212, 5.723, 2.416, 3.91, 3.179, 85.729, 3.582, 3.0, 2.222, 3.0, 1.976, 2.076, 1.45, 2.0, 5.0, 1.066, 3.092, 1.753, 3.0, 4.192, 2.143, 5.713, 2.374, 1361.296, 25.214, 22068.084, 5.362
2.295, 5.416, 2.381, 2.71, 9.06, 5.792, 2.428, 3.829, 3.997, 118.662, 3.361, 3.0, 2.268, 3.0, 2.538, 2.508, 1.298, 2.0, 5.0, 1.65, 2.006, 1.303, 3.0, 4.231, 2.68, 5.888, 2.84, 1434.494, 24.37, 12746.903, 4.021
2.566, 1.906, 2.64, 2.369, 9.569, 5.31, 3.654, 3.123, 2.195, 87.67, 2.474, 3.0, 2.596, 3.0, 2.426, 4.825, 1.383, 2.0, 5.0, 1.359, 2.798, 1.989, 3.0, 3.145, 2.004, 4.564, 2.139, 979.675, 23.19, 9093.218, 4.558
2.806, 1.275, 2.894, 2.179, 4.192, 5.466, 2.403, 1.057, 4.269, 84.789, 3.78, 3.0, 2.765, 3.0, 1.974, 1.353, 1.249, 2.0, 5.0, 1.457, 2.106, 1.874, 3.0, 3.74, 2.364, 4.642, 2.843, 804.411, 21.648, 16497.552, 5.362
3.707, 3.201, 2.678, 2.072, 9.102, 5.053, 3.152, 4.73, 2.717, 119.989, 3.033, 3.0, 2.471, 3.0, 1.584, 5.427, 1.298, 2.0, 5.0, 2.806, 3.976, 1.398, 3.0, 4.701, 2.396, 3.921, 2.748, 1192.863, 23.628, 8077.298, 5.362
4.499, 5.504, 2.491, 2.442, 9.862, 5.141, 3.746, 3.906, 3.497, 123.834, 3.95, 3.0, 2.283, 3.0, 2.207, 5.128, 1.093, 2.0, 5.0, 1.004, 3.651, 1.44, 3.0, 3.13, 2.796, 4.844, 2.963, 1951.749, 28.196, 7737.431, 4.021
3.154, 2.262, 2.116, 2.679, 4.172, 5.547, 3.65, 5.887, 3.952, 77.401, 2.42, 3.0, 2.053, 3.0, 1.972, 4.332, 1.303, 2.0, 5.0, 2.636, 2.437, 2.629, 3.0, 3.517, 2.504, 4.969, 2.042, 886.424, 24.504, 5468.878, 2.413
2.722, 2.553, 2.407, 2.696, 4.754, 5.363, 3.158, 5.101, 4.083, 108.315, 2.869, 3.0, 2.011, 3.0, 3.111, 1.939, 1.817, 2.0, 5.0, 1.468, 3.755, 2.681, 3.0, 3.445, 2.576, 5.757, 2.836, 755.168, 23.939, 10781.867, 1.072
2.139, 3.31, 2.289, 2.133, 8.933, 5.128, 2.708, 3.097, 4.001, 91.737, 3.758, 3.0, 2.367, 3.0, 2.255, 2.891, 1.268, 2.0, 5.0, 1.969, 3.292, 2.923, 3.0, 4.562, 2.028, 3.216, 2.965, 508.608, 21.468, 7516.91, 1.072
