DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.666, 2.938, 3.931, 2.561, 5.899, 1.482, 3.789, 2.669, 3.009, 124.055, 3.421, 3.285, 1.439, 1.148, 2.562, 5.915, 3.532, 4.239, 2.423, 1.13, 5.786, 3.0, 3.437, 3.946, 2.439, 3.765, 2.0, 851.787, 29.298, 4920.629, 0.0
4.51, 1.861, 4.59, 2.043, 6.365, 2.541, 2.255, 4.575, 3.12, 340.931, 1.527, 3.821, 1.872, 2.618, 2.558, 3.869, 1.594, 2.62, 3.757, 2.578, 3.25, 3.0, 3.635, 3.127, 2.79, 3.453, 2.0, 2012.638, 38.388, 13987.293, 0.268
2.566, 4.459, 4.488, 4.402, 7.565, 2.596, 3.974, 2.653, 1.756, 99.245, 1.46, 3.935, 3.966, 3.021, 2.142, 3.691, 1.752, 3.898, 1.907, 3.238, 4.673, 3.0, 5.844, 3.54, 1.744, 3.596, 2.0, 229.908, 19.869, 1640.536, 1.877
4.553, 1.769, 3.47, 2.959, 8.94, 3.253, 2.039, 4.589, 2.619, 280.962, 2.243, 3.596, 4.396, 1.471, 2.291, 4.385, 4.656, 3.463, 1.746, 4.418, 4.665, 3.0, 4.386, 3.174, 3.778, 3.789, 2.0, 793.88, 26.995, 5847.037, 1.072
4.235, 4.148, 4.021, 4.572, 9.728, 1.684, 4.917, 2.607, 4.281, 69.634, 1.693, 3.782, 1.884, 1.341, 2.48, 2.571, 3.438, 3.368, 1.053, 3.795, 4.072, 3.0, 5.499, 3.746, 4.262, 3.658, 2.0, 233.418, 18.724, 1114.147, 2.413
4.998, 5.86, 4.862, 2.442, 7.096, 3.082, 3.826, 3.384, 3.717, 305.267, 3.173, 4.832, 4.965, 2.622, 2.54, 2.294, 2.878, 4.683, 3.036, 4.56, 4.164, 3.0, 1.07, 3.804, 1.828, 3.339, 2.0, 1435.954, 33.37, 9938.529, 1.072
4.702, 5.33, 4.286, 2.973, 8.536, 3.814, 1.526, 5.594, 2.384, 90.452, 2.179, 3.082, 1.143, 1.829, 2.963, 1.617, 2.954, 4.435, 2.88, 3.719, 3.248, 3.0, 1.805, 3.768, 2.311, 3.509, 2.0, 622.172, 26.107, 7654.789, 0.804
3.566, 2.238, 3.38, 4.599, 8.648, 1.755, 3.971, 2.174, 3.588, 76.909, 2.161, 3.02, 1.631, 2.142, 2.953, 3.841, 3.898, 2.906, 3.93, 3.465, 2.684, 3.0, 2.129, 3.548, 2.245, 3.044, 2.0, 486.776, 23.953, 2584.052, 0.0
2.645, 3.756, 4.744, 4.197, 7.307, 2.508, 2.869, 1.639, 1.569, 201.897, 3.289, 4.136, 2.831, 1.173, 2.676, 2.862, 4.513, 2.087, 1.053, 4.262, 2.57, 3.0, 4.57, 3.959, 1.547, 3.993, 2.0, 511.815, 24.835, 4207.314, 2.145
2.921, 3.683, 3.293, 2.349, 9.136, 3.3, 4.411, 1.208, 1.866, 105.014, 3.63, 4.637, 1.367, 2.67, 2.899, 4.366, 3.909, 3.042, 2.26, 3.238, 2.212, 3.0, 5.543, 3.32, 1.531, 3.255, 2.0, 282.411, 20.875, 1659.635, 1.072
3.605, 1.28, 3.331, 4.833, 9.938, 3.339, 3.34, 2.188, 3.121, 266.583, 2.208, 4.751, 3.237, 3.174, 2.435, 5.895, 2.926, 2.873, 3.425, 3.558, 4.425, 3.0, 1.654, 3.564, 1.41, 3.117, 2.0, 814.854, 28.385, 6658.946, 0.536
4.479, 3.918, 3.696, 2.218, 9.521, 3.607, 4.496, 3.449, 3.445, 310.434, 2.866, 4.537, 2.912, 2.816, 2.982, 2.778, 4.494, 4.738, 1.14, 1.344, 5.853, 3.0, 2.579, 3.46, 1.664, 3.691, 2.0, 2907.218, 41.724, 24257.916, 2.413
2.815, 3.25, 4.404, 4.541, 7.105, 3.044, 4.442, 2.684, 4.947, 309.842, 2.634, 4.109, 2.612, 3.026, 2.31, 2.371, 4.216, 3.88, 2.86, 3.946, 4.02, 3.0, 3.94, 3.269, 4.261, 3.649, 2.0, 1013.867, 28.62, 4893.089, 1.072
3.265, 4.384, 3.777, 3.494, 8.678, 1.171, 2.22, 5.653, 2.043, 147.859, 1.447, 4.084, 1.017, 3.265, 2.713, 4.389, 4.285, 4.527, 2.207, 1.625, 5.454, 3.0, 4.504, 3.349, 4.481, 3.784, 2.0, 489.629, 23.788, 2489.16, 1.072
4.11, 4.623, 3.015, 2.416, 7.457, 1.519, 2.404, 5.43, 4.244, 378.931, 1.177, 3.588, 1.692, 2.179, 2.012, 4.179, 2.022, 4.348, 1.857, 2.234, 4.902, 3.0, 4.671, 3.894, 2.065, 3.297, 2.0, 1436.529, 34.798, 19775.933, 1.34
3.677, 3.806, 3.238, 4.578, 4.373, 2.859, 1.411, 4.832, 2.06, 191.582, 2.79, 4.567, 1.687, 1.749, 2.896, 3.601, 2.17, 3.371, 3.497, 3.425, 2.641, 3.0, 1.498, 3.816, 3.525, 3.323, 2.0, 703.884, 27.495, 6327.684, 0.0
2.743, 3.899, 3.975, 3.481, 9.481, 1.095, 4.486, 1.157, 2.072, 369.535, 3.166, 4.691, 2.084, 3.591, 2.966, 2.283, 4.47, 2.98, 1.371, 1.559, 5.465, 3.0, 4.536, 3.422, 4.501, 3.535, 2.0, 518.095, 24.469, 5039.154, 2.145
2.917, 2.588, 3.305, 2.88, 9.878, 2.825, 2.025, 4.691, 2.778, 255.636, 1.593, 3.131, 1.488, 3.198, 2.288, 4.335, 4.778, 2.131, 3.738, 2.125, 5.473, 3.0, 2.285, 3.246, 1.36, 3.473, 2.0, 1619.187, 35.673, 12144.417, 1.072
2.854, 1.459, 3.992, 2.595, 9.279, 2.123, 3.53, 5.857, 4.915, 48.328, 2.468, 3.58, 3.695, 2.15, 2.752, 5.872, 3.37, 3.411, 2.822, 4.044, 5.647, 3.0, 1.866, 3.058, 1.67, 3.466, 2.0, 295.925, 20.372, 977.973, 1.072
4.991, 1.467, 4.482, 2.032, 7.052, 2.567, 3.411, 5.249, 1.614, 180.782, 3.8, 3.739, 1.733, 2.739, 2.642, 3.358, 3.092, 4.14, 2.391, 2.156, 2.103, 3.0, 2.295, 3.942, 3.833, 3.572, 2.0, 767.886, 27.951, 6780.62, 0.536
4.254, 2.556, 4.357, 3.417, 9.776, 1.036, 1.614, 4.696, 4.311, 45.714, 2.005, 4.306, 3.7, 3.623, 2.574, 3.987, 4.66, 3.79, 3.908, 4.49, 3.557, 3.0, 1.478, 3.023, 2.864, 3.509, 2.0, 142.458, 16.054, 820.701, 1.34
3.104, 1.365, 4.829, 4.625, 3.196, 2.308, 3.062, 4.782, 4.052, 167.68, 2.164, 4.268, 2.134, 2.45, 2.628, 2.636, 3.577, 2.143, 2.97, 4.271, 2.179, 3.0, 2.564, 3.902, 1.307, 3.448, 2.0, 458.667, 23.59, 5130.516, 1.34
3.612, 3.241, 5.0, 3.878, 6.766, 2.976, 2.908, 1.316, 3.797, 299.214, 2.283, 4.664, 2.166, 2.366, 2.536, 3.942, 4.068, 4.176, 2.996, 1.685, 4.864, 3.0, 2.071, 3.154, 2.389, 3.241, 2.0, 1799.664, 36.31, 14859.258, 1.072
4.82, 2.892, 4.751, 3.021, 3.797, 2.918, 4.27, 5.182, 1.814, 303.531, 3.766, 4.208, 4.715, 3.855, 2.499, 5.335, 3.406, 3.075, 2.707, 1.584, 5.919, 3.0, 5.02, 3.154, 4.767, 3.086, 2.0, 746.207, 27.37, 1232.471, 1.072
2.778, 1.706, 3.644, 3.592, 9.683, 1.414, 1.406, 5.504, 1.201, 108.413, 2.676, 3.284, 4.003, 1.467, 2.267, 4.645, 2.904, 2.974, 2.026, 2.747, 4.101, 3.0, 4.976, 3.886, 2.306, 3.163, 2.0, 275.327, 20.947, 1766.123, 0.0
2.64, 4.009, 3.752, 4.949, 9.842, 3.857, 2.431, 3.504, 4.272, 329.124, 3.389, 4.089, 3.435, 2.483, 2.515, 5.213, 2.98, 4.912, 3.531, 4.236, 3.49, 3.0, 4.82, 3.184, 1.868, 3.237, 2.0, 602.936, 25.497, 3297.462, 0.0
3.502, 1.539, 4.016, 3.896, 5.211, 2.074, 2.746, 5.051, 4.713, 273.711, 2.646, 4.253, 1.72, 3.967, 2.041, 4.821, 3.488, 2.423, 2.48, 1.325, 2.55, 3.0, 3.156, 3.975, 3.411, 3.755, 2.0, 641.891, 26.087, 5292.497, 1.072
2.731, 2.444, 4.975, 3.861, 4.285, 1.547, 3.621, 4.099, 2.305, 110.09, 3.234, 4.042, 4.802, 3.107, 2.966, 3.323, 4.496, 3.622, 2.492, 2.206, 3.262, 3.0, 1.617, 3.38, 4.654, 3.729, 2.0, 233.906, 19.114, 1153.864, 2.145
3.087, 2.37, 4.563, 2.678, 3.791, 3.278, 1.812, 2.723, 1.466, 73.962, 2.746, 3.539, 3.711, 2.218, 2.21, 2.889, 1.79, 3.254, 1.457, 3.351, 2.046, 3.0, 5.501, 3.791, 2.135, 3.343, 2.0, 180.77, 18.595, 2784.686, 1.609
4.265, 4.483, 3.425, 2.086, 7.282, 2.673, 1.82, 2.344, 4.519, 323.186, 1.313, 4.448, 2.987, 2.462, 2.845, 5.15, 2.523, 4.058, 2.314, 3.517, 2.62, 3.0, 2.864, 3.189, 4.931, 3.191, 2.0, 907.748, 28.17, 7745.28, 0.536
4.128, 1.33, 4.923, 2.502, 8.684, 2.244, 4.675, 1.627, 4.377, 148.761, 1.278, 3.844, 4.225, 3.333, 2.021, 5.03, 4.92, 4.051, 3.646, 2.371, 3.548, 3.0, 1.153, 3.461, 4.658, 3.939, 2.0, 685.747, 25.649, 3286.212, 0.268
3.589, 4.926, 3.353, 3.39, 4.975, 2.847, 4.9, 3.982, 1.855, 172.384, 2.895, 3.804, 2.185, 2.78, 2.618, 3.808, 2.714, 4.89, 3.892, 4.001, 5.625, 3.0, 4.591, 3.484, 4.953, 3.918, 2.0, 779.254, 27.233, 1963.481, 0.0
3.414, 1.507, 4.787, 2.925, 9.66, 1.711, 2.644, 1.269, 2.613, 342.56, 2.215, 3.651, 3.377, 3.611, 2.459, 4.851, 4.072, 4.36, 3.755, 2.866, 3.886, 3.0, 2.713, 3.11, 3.763, 3.081, 2.0, 875.027, 28.919, 7382.365, 0.536
4.562, 5.636, 4.927, 3.625, 3.601, 1.488, 3.191, 2.819, 4.929, 190.146, 2.478, 3.735, 4.83, 3.704, 2.016, 1.405, 2.554, 2.316, 3.645, 2.87, 4.146, 3.0, 3.3, 3.672, 2.992, 3.987, 2.0, 320.622, 21.293, 3615.512, 0.536
4.38, 5.605, 4.23, 4.385, 5.796, 3.177, 3.401, 4.032, 4.645, 353.862, 3.64, 4.004, 1.198, 3.04, 2.818, 4.557, 2.587, 2.472, 2.533, 1.923, 3.396, 3.0, 2.45, 3.542, 4.608, 3.338, 2.0, 1081.918, 30.378, 4157.82, 1.072
3.872, 2.27, 3.841, 2.035, 4.239, 3.201, 2.299, 1.726, 3.056, 163.662, 2.954, 3.035, 1.49, 3.372, 2.172, 4.392, 1.821, 4.699, 1.713, 2.608, 4.257, 3.0, 4.482, 3.816, 4.132, 3.98, 2.0, 1121.772, 31.346, 10620.647, 1.072
4.062, 5.196, 3.016, 4.021, 5.382, 3.556, 3.463, 3.931, 3.012, 80.082, 2.098, 4.178, 2.181, 3.89, 2.692, 2.191, 4.858, 2.704, 3.603, 4.365, 3.87, 3.0, 1.207, 3.814, 2.189, 3.307, 2.0, 521.617, 24.224, 2595.837, 0.268
3.561, 3.777, 4.29, 2.834, 7.003, 2.016, 3.584, 3.235, 4.36, 389.806, 1.639, 4.611, 1.092, 1.353, 2.949, 2.073, 3.314, 2.732, 1.905, 1.568, 2.448, 3.0, 1.154, 3.564, 3.1, 3.515, 2.0, 2093.37, 37.435, 30149.265, 2.145
3.228, 3.914, 4.71, 2.31, 4.253, 2.047, 2.776, 4.584, 1.12, 146.579, 3.558, 4.365, 4.272, 1.189, 2.139, 2.248, 2.047, 4.277, 2.48, 3.386, 2.063, 3.0, 4.566, 3.221, 3.301, 3.443, 2.0, 312.966, 21.294, 2674.397, 1.072
2.638, 1.792, 3.028, 2.288, 4.945, 3.204, 2.666, 3.257, 3.91, 338.622, 3.008, 3.718, 1.608, 1.921, 2.976, 3.798, 3.27, 2.035, 3.323, 4.25, 3.827, 3.0, 4.571, 3.894, 1.415, 3.397, 2.0, 1092.783, 30.34, 11194.807, 0.536
2.181, 5.878, 3.204, 2.485, 5.326, 2.774, 4.242, 3.661, 4.302, 307.126, 2.963, 3.584, 1.269, 2.946, 2.548, 2.821, 2.453, 4.963, 2.077, 1.839, 3.524, 3.0, 2.764, 3.882, 4.47, 3.952, 2.0, 2261.57, 38.396, 12228.884, 0.0
4.707, 5.337, 4.536, 3.762, 9.778, 2.819, 1.98, 2.176, 4.03, 209.154, 2.855, 4.175, 4.081, 3.721, 2.158, 1.25, 2.709, 4.936, 1.179, 3.447, 2.13, 3.0, 2.987, 3.279, 1.531, 3.392, 2.0, 342.698, 21.838, 10965.725, 2.413
4.399, 1.855, 4.652, 2.287, 8.439, 2.424, 3.442, 5.517, 3.24, 128.086, 2.076, 3.047, 2.753, 3.051, 2.138, 3.6, 1.807, 2.293, 2.599, 4.886, 5.406, 3.0, 4.228, 3.064, 2.397, 3.496, 2.0, 453.982, 23.354, 3388.004, 0.536
4.401, 5.249, 4.649, 4.47, 4.209, 1.974, 3.737, 3.466, 4.05, 216.521, 2.121, 3.687, 4.062, 1.369, 2.97, 1.165, 3.237, 2.93, 2.922, 2.708, 5.371, 3.0, 2.438, 3.342, 2.271, 3.749, 2.0, 845.353, 28.425, 7875.863, 1.072
3.297, 2.636, 4.722, 4.808, 5.822, 1.843, 1.618, 3.223, 4.292, 279.033, 3.529, 4.266, 4.201, 1.094, 2.489, 5.502, 3.511, 3.848, 2.679, 4.209, 2.857, 3.0, 4.106, 3.946, 2.796, 3.853, 2.0, 464.916, 23.155, 2717.212, 2.145
2.314, 5.185, 4.886, 2.365, 8.321, 3.639, 4.778, 2.494, 1.806, 170.404, 2.631, 4.573, 2.491, 2.3, 2.804, 3.787, 1.3, 3.818, 3.481, 2.459, 2.661, 3.0, 1.664, 3.274, 1.777, 3.913, 2.0, 1159.291, 33.136, 7256.54, 1.072
4.765, 1.989, 4.138, 3.439, 8.197, 1.837, 2.665, 1.11, 1.267, 83.978, 1.542, 4.379, 1.753, 3.05, 2.531, 2.308, 2.004, 4.781, 2.482, 1.353, 5.817, 3.0, 2.063, 3.503, 1.268, 3.007, 2.0, 725.065, 29.734, 16400.608, 2.413
2.815, 3.626, 4.935, 2.013, 3.677, 2.626, 1.432, 4.698, 4.42, 190.111, 1.61, 3.904, 3.45, 1.301, 2.268, 4.598, 1.262, 4.732, 2.128, 4.415, 5.494, 3.0, 3.919, 3.273, 1.317, 3.53, 2.0, 691.277, 27.314, 10075.345, 1.34
3.117, 3.167, 4.539, 3.249, 9.899, 2.433, 4.83, 4.723, 1.199, 188.966, 2.161, 3.227, 3.734, 3.345, 2.453, 3.67, 4.364, 4.044, 2.552, 2.377, 3.154, 3.0, 2.061, 3.242, 3.463, 3.196, 2.0, 550.56, 25.614, 3909.499, 0.536
3.721, 1.198, 3.273, 2.179, 8.944, 2.851, 3.034, 3.143, 4.964, 64.013, 1.254, 3.109, 1.284, 2.462, 2.994, 1.994, 4.926, 4.282, 2.487, 1.565, 3.323, 3.0, 3.159, 3.939, 3.709, 3.06, 2.0, 500.237, 23.62, 5758.984, 0.268
4.052, 4.029, 3.444, 3.284, 9.566, 3.924, 1.031, 3.332, 1.1, 229.335, 3.113, 4.268, 3.748, 3.999, 2.065, 4.486, 2.594, 2.42, 1.664, 2.978, 4.882, 3.0, 1.231, 3.729, 1.199, 3.71, 2.0, 750.547, 28.835, 12705.377, 2.145
4.331, 2.628, 3.791, 4.101, 7.604, 2.588, 1.211, 3.969, 1.932, 370.302, 1.743, 4.418, 1.45, 2.384, 2.665, 5.917, 1.697, 3.271, 2.735, 3.495, 5.15, 3.0, 5.423, 3.114, 3.374, 3.685, 2.0, 690.606, 26.989, 5499.471, 0.536
3.993, 4.584, 3.06, 3.681, 3.223, 3.803, 1.597, 1.256, 2.899, 259.598, 2.995, 3.887, 4.092, 3.976, 2.821, 4.23, 4.469, 2.72, 1.463, 4.063, 4.184, 3.0, 3.748, 3.035, 4.106, 3.828, 2.0, 604.378, 24.869, 3680.002, 1.072
4.618, 2.687, 3.338, 4.527, 7.881, 3.67, 3.039, 5.852, 4.579, 314.206, 1.134, 3.843, 1.071, 1.682, 2.939, 3.742, 3.885, 4.543, 3.733, 2.025, 5.099, 3.0, 4.966, 3.742, 4.889, 3.476, 2.0, 2275.778, 37.537, 6540.328, 0.268
2.058, 3.789, 4.083, 4.181, 5.844, 1.723, 3.114, 3.697, 1.766, 161.179, 3.377, 3.463, 3.536, 3.351, 2.809, 4.265, 3.464, 4.175, 2.182, 3.675, 3.091, 3.0, 2.679, 3.245, 2.582, 3.325, 2.0, 363.654, 22.375, 2435.35, 1.072
3.095, 1.041, 3.454, 3.934, 8.194, 1.658, 3.855, 4.822, 1.556, 153.546, 1.023, 3.723, 3.093, 2.573, 2.952, 5.252, 3.696, 3.315, 1.232, 2.1, 2.173, 3.0, 4.586, 3.995, 1.653, 3.648, 2.0, 426.155, 23.715, 3307.058, 1.34
3.924, 2.089, 3.334, 3.864, 4.66, 1.678, 3.21, 1.858, 3.838, 280.446, 1.703, 4.366, 4.957, 2.13, 2.281, 1.456, 4.913, 3.312, 2.045, 4.22, 2.387, 3.0, 3.064, 3.919, 2.733, 3.878, 2.0, 625.03, 25.152, 10655.985, 1.072
4.437, 2.865, 4.419, 3.829, 7.706, 3.244, 1.77, 1.557, 1.496, 102.781, 2.59, 4.098, 3.737, 1.271, 2.782, 4.688, 1.455, 3.212, 3.03, 3.481, 4.982, 3.0, 5.465, 3.358, 3.287, 3.384, 2.0, 323.969, 21.913, 1987.793, 0.0
2.853, 2.891, 3.643, 3.531, 6.417, 2.034, 2.891, 4.348, 3.902, 373.233, 1.939, 3.885, 2.68, 1.291, 2.766, 3.186, 1.618, 3.23, 1.041, 2.317, 3.859, 3.0, 5.946, 3.254, 1.805, 3.583, 2.0, 1025.46, 31.318, 10034.073, 1.34
3.439, 5.386, 4.71, 4.17, 8.823, 2.795, 2.814, 3.578, 2.014, 273.843, 2.471, 4.126, 1.189, 3.334, 2.741, 5.793, 4.607, 4.543, 3.293, 2.892, 2.376, 3.0, 4.946, 3.407, 1.471, 3.931, 2.0, 1007.125, 31.073, 2528.419, 0.0
2.228, 3.669, 3.987, 2.627, 6.681, 3.079, 4.859, 4.863, 1.326, 160.548, 1.24, 3.828, 1.119, 2.889, 2.572, 3.8, 1.039, 3.844, 2.487, 1.953, 5.13, 3.0, 5.366, 3.97, 4.04, 3.827, 2.0, 1156.9, 32.719, 4209.902, 0.268
4.56, 2.12, 4.453, 4.558, 9.646, 1.459, 1.945, 1.833, 3.212, 83.472, 2.751, 3.172, 4.454, 3.684, 2.344, 5.841, 2.218, 2.196, 1.202, 4.218, 2.515, 3.0, 2.007, 3.352, 4.331, 3.079, 2.0, 109.992, 15.229, 821.988, 2.145
2.536, 5.837, 3.804, 3.944, 6.969, 2.661, 1.162, 1.521, 3.662, 371.572, 1.785, 4.124, 4.998, 3.139, 2.839, 2.124, 4.595, 3.334, 3.9, 3.268, 4.264, 3.0, 4.569, 3.348, 2.774, 3.738, 2.0, 466.966, 23.392, 5032.554, 0.0
2.814, 3.635, 4.095, 2.063, 7.589, 3.192, 1.921, 2.291, 2.015, 382.517, 1.008, 4.537, 3.524, 3.569, 2.022, 4.127, 1.955, 2.221, 2.995, 3.536, 3.249, 3.0, 2.202, 3.345, 2.425, 3.095, 2.0, 1162.508, 32.591, 16953.523, 1.072
2.73, 4.352, 4.14, 2.878, 8.216, 3.929, 2.304, 4.229, 2.715, 194.337, 1.473, 3.74, 3.438, 3.338, 2.842, 5.209, 2.338, 3.163, 2.288, 4.933, 5.205, 3.0, 2.148, 3.163, 1.297, 3.523, 2.0, 680.442, 27.216, 6364.289, 1.609
4.218, 2.177, 3.634, 3.396, 3.208, 1.338, 2.775, 3.194, 1.262, 289.707, 3.969, 4.395, 4.654, 3.526, 2.947, 3.051, 3.374, 3.864, 1.717, 4.489, 3.537, 3.0, 2.515, 3.77, 1.534, 3.562, 2.0, 692.794, 27.189, 7884.579, 2.413
3.279, 3.469, 4.689, 3.846, 5.344, 3.88, 3.651, 4.002, 3.338, 355.548, 2.304, 4.858, 2.584, 1.848, 2.856, 1.562, 3.651, 2.089, 2.486, 4.565, 5.909, 3.0, 1.363, 3.385, 1.443, 3.089, 2.0, 1165.344, 30.906, 18415.331, 1.609
3.47, 3.119, 3.442, 3.58, 5.808, 1.758, 2.173, 5.854, 1.598, 57.567, 1.96, 3.347, 4.897, 2.76, 2.213, 1.188, 2.225, 2.346, 3.748, 1.762, 3.81, 3.0, 2.273, 3.145, 1.214, 3.137, 2.0, 226.244, 20.368, 2242.926, 0.536
2.504, 4.252, 3.636, 4.229, 8.69, 1.813, 2.45, 2.333, 1.858, 238.61, 2.759, 3.419, 4.778, 1.496, 2.714, 2.51, 3.631, 3.782, 3.894, 1.987, 2.13, 3.0, 2.043, 3.715, 2.698, 3.878, 2.0, 857.154, 29.554, 7726.56, 0.0
2.629, 1.561, 3.499, 2.473, 9.915, 2.307, 1.183, 2.197, 2.987, 63.056, 1.504, 4.86, 1.711, 1.729, 2.428, 2.226, 4.565, 2.527, 1.221, 3.131, 3.084, 3.0, 1.18, 3.046, 1.976, 3.291, 2.0, 284.152, 20.712, 7781.101, 2.681
4.772, 1.449, 3.419, 4.132, 7.077, 1.011, 3.899, 4.298, 1.682, 133.683, 2.346, 4.486, 3.934, 1.591, 2.965, 1.851, 2.075, 4.279, 2.411, 2.701, 3.927, 3.0, 2.127, 3.169, 4.085, 3.391, 2.0, 681.738, 27.324, 5368.677, 1.072
4.674, 3.24, 4.458, 4.569, 5.403, 1.315, 1.775, 3.772, 4.258, 69.653, 1.082, 3.235, 4.426, 2.021, 2.887, 1.266, 4.749, 2.945, 1.779, 4.899, 3.968, 3.0, 2.104, 3.665, 1.504, 3.062, 2.0, 190.324, 17.55, 3225.009, 2.681
3.75, 5.878, 4.478, 4.194, 9.275, 3.778, 2.71, 3.512, 1.863, 156.091, 1.298, 4.229, 4.864, 3.684, 2.599, 4.136, 2.112, 2.8, 2.763, 2.403, 5.922, 3.0, 5.247, 3.554, 2.146, 3.323, 2.0, 354.679, 22.566, 1827.849, 1.072
3.304, 2.578, 3.335, 3.018, 3.539, 1.07, 1.212, 5.403, 1.542, 224.603, 3.93, 3.869, 3.613, 2.169, 2.716, 3.919, 3.515, 2.611, 3.815, 1.953, 5.7, 3.0, 3.861, 3.668, 1.364, 3.257, 2.0, 819.533, 29.093, 3886.592, 0.0
3.318, 1.236, 3.761, 3.462, 3.219, 3.531, 1.579, 1.359, 4.885, 178.109, 1.028, 3.769, 3.052, 3.954, 2.661, 2.811, 3.056, 2.538, 1.243, 4.431, 3.187, 3.0, 1.297, 3.082, 2.639, 3.734, 2.0, 388.929, 21.824, 16413.721, 1.609
4.528, 4.839, 4.379, 3.389, 5.292, 1.83, 1.359, 4.431, 2.321, 111.56, 1.702, 4.562, 3.613, 1.912, 2.566, 1.529, 4.948, 2.708, 2.564, 3.308, 5.797, 3.0, 3.583, 3.171, 2.579, 3.27, 2.0, 339.751, 21.111, 3132.473, 2.145
2.453, 2.504, 3.808, 4.053, 4.309, 1.954, 3.2, 5.133, 2.205, 188.083, 2.16, 3.517, 1.312, 2.481, 2.712, 1.438, 2.744, 4.293, 2.775, 1.814, 4.994, 3.0, 4.905, 3.906, 3.235, 3.549, 2.0, 1061.617, 31.214, 6846.336, 0.0
3.681, 5.714, 3.862, 3.522, 6.637, 2.508, 4.401, 1.004, 1.693, 152.883, 3.578, 4.87, 3.377, 2.26, 2.788, 3.373, 2.889, 2.689, 1.118, 2.303, 5.002, 3.0, 4.796, 3.557, 2.36, 3.414, 2.0, 593.44, 26.665, 2693.351, 1.609
3.12, 3.88, 3.88, 3.709, 6.204, 2.558, 2.913, 2.758, 2.415, 209.961, 3.109, 4.609, 1.976, 1.103, 2.258, 2.438, 2.11, 3.015, 1.884, 4.686, 5.223, 3.0, 2.12, 3.802, 2.393, 3.268, 2.0, 825.738, 28.955, 13669.064, 1.609
2.105, 4.129, 4.608, 4.239, 3.283, 2.016, 3.311, 5.918, 3.987, 352.283, 2.148, 3.343, 1.499, 2.025, 2.481, 1.481, 4.375, 4.337, 2.807, 1.271, 2.441, 3.0, 1.999, 3.064, 1.243, 3.54, 2.0, 1057.452, 31.769, 17877.371, 1.072
4.601, 2.517, 3.706, 4.263, 6.28, 2.855, 4.263, 4.35, 4.049, 207.214, 1.003, 3.159, 3.468, 3.158, 2.533, 3.471, 4.691, 3.479, 1.748, 1.318, 2.618, 3.0, 2.119, 3.59, 2.796, 3.743, 2.0, 1252.349, 32.131, 9221.471, 1.34
2.95, 1.491, 3.973, 2.003, 9.91, 1.16, 4.195, 3.653, 4.505, 99.673, 3.895, 4.354, 3.491, 2.939, 2.033, 4.616, 1.984, 3.213, 3.337, 2.438, 3.055, 3.0, 4.256, 3.568, 2.275, 3.567, 2.0, 256.742, 20.24, 1702.124, 0.536
4.005, 3.842, 3.001, 4.964, 3.97, 1.168, 1.085, 4.473, 2.559, 286.166, 3.773, 3.248, 3.837, 3.118, 2.422, 2.868, 4.251, 3.451, 2.45, 2.877, 3.683, 3.0, 1.822, 3.954, 3.728, 3.98, 2.0, 811.148, 28.03, 5763.42, 0.0
3.908, 5.396, 3.213, 2.966, 7.828, 1.087, 1.307, 5.689, 4.948, 387.562, 3.516, 4.128, 4.2, 1.698, 2.069, 4.734, 1.589, 2.17, 3.005, 4.164, 4.634, 3.0, 4.832, 3.525, 4.655, 3.34, 2.0, 593.898, 25.089, 1738.359, 0.536
2.726, 3.182, 3.573, 2.708, 6.954, 1.47, 3.33, 4.411, 2.413, 217.369, 3.3, 3.545, 1.89, 2.541, 2.93, 4.743, 4.631, 4.079, 1.399, 3.76, 4.291, 3.0, 3.534, 3.049, 1.737, 3.182, 2.0, 670.105, 26.509, 4601.351, 1.609
4.487, 5.938, 3.486, 3.851, 9.632, 2.784, 4.689, 1.987, 1.981, 369.236, 2.898, 4.139, 2.15, 3.846, 2.197, 5.188, 4.193, 3.301, 3.15, 1.364, 2.477, 3.0, 4.001, 3.351, 4.306, 3.693, 2.0, 913.123, 29.677, 2993.529, 0.0
2.362, 4.032, 3.533, 4.295, 9.76, 2.702, 3.094, 4.512, 2.999, 204.704, 3.505, 4.414, 3.687, 3.878, 2.508, 3.322, 4.157, 2.765, 2.839, 4.028, 3.531, 3.0, 4.528, 3.248, 3.472, 3.171, 2.0, 184.355, 17.756, 1193.592, 0.536
4.468, 2.936, 3.289, 3.302, 3.631, 3.328, 2.532, 4.943, 2.029, 85.854, 2.584, 4.017, 1.403, 2.942, 2.665, 1.434, 2.605, 3.882, 1.715, 1.432, 3.046, 3.0, 2.338, 3.72, 2.438, 3.06, 2.0, 541.639, 26.248, 8647.518, 1.609
3.581, 2.958, 4.01, 2.392, 7.242, 3.666, 3.474, 4.339, 2.008, 154.032, 2.202, 4.989, 1.938, 2.72, 2.12, 2.728, 3.293, 2.5, 1.937, 2.886, 2.015, 3.0, 2.292, 3.272, 1.049, 3.956, 2.0, 535.912, 25.469, 10119.157, 2.949
