DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
2.718, 1.618, 4.655, 3.791, 5.245, 1.085, 1.013, 4.608, 1.572, 70.945, 1.555, 3.864, 3.047, 3.53, 2.859, 3.751, 3.378, 3.181, 1.873, 3.036, 2.724, 3.0, 3.921, 3.466, 4.345, 3.133, 2.0, 102.709, 14.847, 930.39, 2.413
3.517, 2.577, 4.775, 3.231, 8.672, 3.098, 2.677, 2.712, 3.525, 110.269, 2.983, 3.18, 2.33, 2.337, 2.566, 1.672, 4.59, 4.527, 1.529, 1.272, 2.057, 3.0, 4.23, 3.421, 3.299, 3.866, 2.0, 323.134, 21.356, 4364.464, 1.609
3.04, 2.412, 3.871, 4.153, 9.24, 3.384, 4.406, 1.932, 1.018, 52.955, 3.137, 3.579, 1.69, 3.042, 2.577, 4.475, 4.64, 3.415, 1.42, 1.379, 3.184, 3.0, 2.379, 3.226, 3.118, 3.801, 2.0, 219.154, 19.204, 1038.852, 1.072
4.666, 4.474, 3.708, 2.732, 6.483, 1.485, 1.786, 5.287, 3.946, 291.72, 1.64, 3.918, 4.039, 1.17, 2.18, 5.508, 1.242, 3.922, 2.874, 4.82, 2.381, 3.0, 3.631, 3.211, 2.891, 3.235, 2.0, 892.858, 28.741, 5467.565, 0.268
2.695, 5.264, 4.086, 2.442, 6.627, 3.537, 1.304, 4.767, 2.834, 352.402, 1.708, 3.66, 2.205, 2.299, 2.76, 3.73, 4.218, 4.571, 2.878, 2.757, 3.191, 3.0, 5.072, 3.124, 3.451, 3.643, 2.0, 1267.319, 31.6, 4559.539, 0.804
3.873, 5.683, 3.357, 3.474, 9.144, 1.726, 1.092, 3.733, 2.778, 308.578, 1.11, 4.052, 4.709, 3.154, 2.98, 5.374, 1.226, 3.728, 3.244, 2.934, 3.779, 3.0, 4.606, 3.633, 2.159, 3.715, 2.0, 757.514, 28.042, 4637.004, 0.536
3.653, 2.418, 3.104, 3.027, 8.766, 2.773, 3.782, 5.079, 2.174, 197.993, 3.828, 4.839, 2.977, 3.182, 2.369, 5.565, 4.405, 4.108, 1.265, 1.267, 5.612, 3.0, 5.603, 3.907, 3.557, 3.73, 2.0, 625.708, 26.457, 2071.319, 1.609
3.138, 2.857, 4.676, 3.34, 5.55, 3.502, 2.631, 3.63, 4.653, 256.235, 3.179, 4.055, 3.724, 3.116, 2.364, 2.429, 3.314, 4.703, 1.987, 2.924, 4.528, 3.0, 3.466, 3.232, 1.793, 3.276, 2.0, 816.31, 28.05, 7842.119, 2.145
3.654, 4.558, 4.338, 2.691, 9.611, 3.706, 4.151, 2.131, 2.559, 55.432, 1.201, 4.716, 2.961, 1.346, 2.067, 3.711, 1.201, 3.812, 2.061, 2.752, 3.487, 3.0, 4.065, 3.11, 4.34, 3.447, 2.0, 287.549, 20.816, 1233.756, 1.072
3.778, 2.575, 4.274, 3.338, 6.85, 2.122, 3.082, 4.023, 2.682, 336.652, 2.329, 3.298, 4.689, 2.716, 2.111, 1.025, 1.833, 3.621, 3.025, 3.742, 4.271, 3.0, 4.02, 3.623, 1.537, 3.296, 2.0, 772.293, 28.1, 14793.532, 0.0
2.698, 3.613, 4.308, 2.169, 4.391, 3.386, 1.076, 4.153, 3.602, 103.422, 2.76, 4.823, 2.278, 2.503, 2.848, 3.25, 2.667, 3.761, 2.516, 3.779, 4.982, 3.0, 3.274, 3.094, 4.826, 3.886, 2.0, 481.335, 23.448, 1477.57, 1.072
3.719, 5.169, 4.005, 3.921, 5.08, 2.677, 4.458, 5.005, 3.841, 52.523, 3.636, 3.35, 3.446, 3.549, 2.496, 5.097, 2.859, 2.272, 1.371, 2.272, 3.462, 3.0, 1.49, 3.905, 3.188, 3.69, 2.0, 259.741, 20.169, 355.291, 1.609
2.33, 1.531, 4.882, 2.389, 4.55, 1.831, 3.492, 3.637, 4.894, 337.288, 3.638, 3.758, 1.633, 1.89, 2.389, 1.234, 2.418, 2.302, 1.649, 3.943, 2.158, 3.0, 2.518, 3.614, 2.779, 3.847, 2.0, 833.836, 28.664, 10825.744, 2.145
4.931, 2.1, 3.272, 2.385, 7.744, 3.943, 1.597, 3.456, 1.522, 49.93, 1.042, 4.961, 3.633, 3.979, 2.402, 2.927, 4.105, 2.237, 2.529, 3.083, 3.864, 3.0, 5.353, 3.536, 3.79, 3.697, 2.0, 193.594, 18.205, 1142.139, 0.536
4.843, 3.599, 3.593, 2.301, 7.697, 2.727, 4.148, 2.282, 3.839, 57.141, 3.955, 3.244, 1.63, 3.229, 2.244, 2.914, 4.661, 3.335, 2.355, 1.441, 2.653, 3.0, 2.638, 3.856, 3.413, 3.755, 2.0, 396.587, 22.519, 1667.112, 0.0
4.845, 2.03, 3.254, 4.836, 4.117, 2.389, 1.347, 2.962, 2.229, 72.132, 2.968, 4.488, 4.533, 3.89, 2.971, 1.736, 3.4, 3.023, 3.98, 3.222, 4.778, 3.0, 2.331, 3.157, 2.119, 3.624, 2.0, 209.269, 18.853, 1754.257, 0.0
2.314, 4.977, 4.763, 3.026, 3.786, 3.244, 4.217, 5.551, 4.97, 71.181, 3.903, 3.573, 2.388, 1.226, 2.405, 1.423, 4.646, 3.747, 2.313, 1.929, 4.532, 3.0, 2.349, 3.233, 3.397, 3.886, 2.0, 397.876, 22.095, 650.831, 0.536
4.989, 5.349, 4.619, 4.023, 8.09, 2.492, 1.971, 4.75, 2.679, 378.976, 3.433, 4.411, 2.283, 2.604, 2.73, 1.732, 1.937, 3.275, 1.705, 4.463, 5.567, 3.0, 3.849, 3.835, 3.597, 3.649, 2.0, 1084.249, 30.636, 5365.05, 2.145
4.192, 3.865, 4.12, 2.945, 3.288, 1.148, 4.375, 5.6, 2.919, 175.71, 3.44, 4.021, 2.416, 3.492, 2.887, 4.172, 3.614, 2.13, 3.617, 2.94, 4.765, 3.0, 1.063, 3.497, 2.401, 3.731, 2.0, 1124.948, 31.33, 1402.765, 1.34
3.7, 3.978, 3.296, 4.748, 9.253, 1.047, 1.52, 5.829, 2.608, 206.878, 3.533, 4.57, 1.179, 3.321, 2.665, 3.102, 2.111, 4.344, 1.564, 3.12, 3.726, 3.0, 5.999, 3.684, 4.078, 3.228, 2.0, 270.347, 20.518, 2476.602, 2.145
4.349, 4.942, 3.506, 3.698, 3.365, 2.742, 2.817, 4.495, 1.517, 303.335, 1.353, 3.77, 4.056, 3.347, 2.375, 3.932, 4.351, 3.579, 3.39, 3.007, 2.97, 3.0, 3.681, 3.674, 1.561, 3.534, 2.0, 1218.087, 32.264, 4853.272, 0.268
3.889, 3.293, 4.926, 2.833, 3.4, 2.365, 1.398, 2.998, 3.584, 343.199, 2.076, 4.178, 2.133, 2.063, 2.908, 3.402, 1.006, 4.588, 3.922, 2.783, 5.928, 3.0, 5.964, 3.174, 1.13, 3.149, 2.0, 1390.208, 34.935, 18301.038, 0.536
2.818, 5.592, 3.412, 2.099, 5.515, 2.282, 3.886, 5.667, 2.856, 331.228, 2.671, 3.205, 1.695, 3.138, 2.991, 5.277, 1.163, 3.584, 2.69, 3.205, 2.556, 3.0, 5.059, 3.333, 3.212, 3.333, 2.0, 1145.41, 31.579, 2083.183, 0.0
3.952, 5.448, 4.943, 3.914, 9.194, 2.129, 4.999, 3.208, 2.565, 12.495, 1.301, 4.136, 4.248, 1.174, 2.732, 2.887, 2.101, 2.212, 2.694, 2.914, 4.955, 3.0, 1.012, 3.121, 2.703, 3.544, 2.0, 88.605, 14.627, 139.596, 1.34
2.85, 4.794, 3.56, 2.914, 6.333, 2.879, 3.224, 2.664, 1.423, 347.726, 3.0, 3.081, 3.37, 1.846, 2.316, 2.661, 3.438, 3.929, 3.688, 3.062, 4.067, 3.0, 1.649, 3.505, 1.122, 3.506, 2.0, 2125.859, 39.359, 14164.746, 1.072
2.185, 2.127, 3.144, 4.724, 4.814, 3.836, 2.293, 1.056, 2.536, 375.92, 2.597, 4.337, 3.708, 3.027, 2.441, 1.661, 4.302, 3.4, 3.239, 4.676, 5.19, 3.0, 2.819, 3.66, 4.774, 3.228, 2.0, 1041.456, 29.406, 3881.358, 0.0
2.418, 1.238, 3.467, 4.257, 3.594, 2.271, 1.505, 2.674, 1.982, 385.808, 2.295, 3.994, 1.582, 1.389, 2.793, 4.985, 2.526, 4.167, 3.336, 3.613, 2.986, 3.0, 4.429, 3.348, 4.824, 3.288, 2.0, 1265.38, 32.198, 5692.648, 0.0
3.699, 3.629, 4.377, 4.725, 3.109, 3.558, 2.682, 2.251, 1.59, 77.25, 3.624, 4.279, 1.016, 1.426, 2.342, 2.391, 1.892, 2.892, 3.165, 1.971, 2.379, 3.0, 1.309, 3.041, 2.548, 3.269, 2.0, 284.091, 21.229, 2498.59, 0.268
3.717, 1.287, 3.617, 4.083, 4.785, 2.863, 4.365, 1.801, 3.609, 153.542, 2.974, 3.475, 3.165, 2.018, 2.619, 5.808, 2.775, 2.782, 2.669, 1.063, 4.405, 3.0, 2.561, 3.786, 3.964, 3.359, 2.0, 934.463, 29.272, 3007.613, 0.0
4.979, 2.986, 3.03, 2.309, 3.147, 2.959, 4.028, 5.415, 1.882, 272.224, 2.298, 4.346, 2.496, 3.417, 2.592, 4.531, 4.434, 2.076, 3.938, 1.584, 5.808, 3.0, 3.475, 3.178, 2.833, 3.212, 2.0, 2410.253, 39.646, 3734.955, 0.0
4.853, 4.474, 4.293, 4.011, 9.033, 3.34, 3.28, 2.471, 4.347, 254.106, 3.898, 3.842, 1.453, 3.505, 2.212, 3.013, 1.675, 2.072, 1.939, 2.096, 3.696, 3.0, 2.966, 3.885, 1.989, 3.694, 2.0, 1009.751, 31.56, 7398.477, 1.877
4.908, 2.531, 4.784, 3.479, 9.356, 2.317, 3.933, 5.725, 3.333, 370.711, 1.729, 3.421, 1.636, 2.167, 2.863, 3.917, 2.908, 4.927, 3.991, 1.586, 5.192, 3.0, 3.57, 3.518, 3.321, 3.426, 2.0, 1850.49, 36.511, 9585.414, 0.268
2.388, 5.902, 3.318, 4.757, 4.74, 1.808, 4.234, 3.406, 4.175, 144.417, 1.459, 4.57, 4.668, 3.526, 2.575, 4.717, 1.88, 4.439, 2.034, 1.191, 2.403, 3.0, 3.339, 3.112, 2.076, 3.287, 2.0, 293.14, 21.063, 1127.561, 1.072
4.245, 5.343, 4.488, 2.538, 4.153, 2.187, 3.765, 4.368, 1.009, 387.428, 1.623, 4.392, 3.713, 1.825, 2.253, 2.293, 1.409, 3.605, 1.143, 3.381, 5.438, 3.0, 3.581, 3.295, 2.687, 3.412, 2.0, 2374.0, 41.255, 12291.223, 2.145
3.613, 5.302, 3.616, 4.497, 7.909, 2.517, 3.044, 4.624, 1.961, 242.958, 2.495, 3.482, 2.478, 1.507, 2.821, 2.857, 4.487, 3.329, 2.528, 3.184, 2.337, 3.0, 5.889, 3.911, 1.153, 3.021, 2.0, 586.603, 26.123, 2322.664, 0.0
4.253, 3.997, 3.453, 2.734, 7.179, 2.887, 1.972, 2.383, 1.055, 20.372, 3.041, 4.951, 2.973, 3.795, 2.51, 2.369, 4.423, 3.68, 3.705, 4.806, 4.37, 3.0, 4.409, 3.515, 1.246, 3.293, 2.0, 89.234, 14.554, 311.898, 0.536
2.616, 3.168, 4.007, 2.487, 3.861, 1.03, 2.853, 2.541, 1.216, 154.366, 1.408, 4.734, 2.268, 1.252, 2.917, 5.534, 2.716, 4.896, 2.375, 1.315, 3.627, 3.0, 1.691, 3.096, 3.389, 3.624, 2.0, 956.232, 30.965, 5806.732, 2.145
3.583, 5.184, 4.758, 3.084, 3.739, 2.288, 2.843, 5.18, 1.61, 58.199, 2.213, 3.928, 1.289, 3.759, 2.435, 3.174, 2.854, 3.957, 2.875, 4.572, 2.817, 3.0, 2.449, 3.345, 4.167, 3.729, 2.0, 261.088, 20.012, 441.04, 0.536
3.278, 1.097, 3.065, 2.402, 3.392, 2.01, 2.419, 2.291, 1.073, 253.344, 1.341, 4.7, 4.764, 2.411, 2.912, 5.558, 4.005, 4.594, 1.071, 3.94, 2.198, 3.0, 4.549, 3.432, 3.586, 3.674, 2.0, 517.461, 24.747, 5311.027, 1.609
2.714, 4.981, 3.327, 4.773, 7.362, 3.979, 3.429, 2.337, 4.313, 362.106, 1.972, 4.063, 3.611, 1.282, 2.113, 1.765, 3.985, 4.497, 3.061, 1.218, 2.894, 3.0, 3.125, 3.081, 1.211, 3.052, 2.0, 1884.767, 37.436, 11604.299, 0.0
2.8, 3.465, 4.817, 4.796, 7.729, 3.806, 3.118, 1.248, 1.229, 138.479, 1.264, 3.065, 1.185, 2.069, 2.656, 3.551, 3.53, 2.817, 2.022, 2.702, 2.262, 3.0, 1.466, 3.24, 3.918, 3.446, 2.0, 835.162, 28.832, 3190.361, 0.804
4.614, 2.947, 4.012, 2.658, 7.789, 3.795, 3.134, 2.629, 4.985, 231.66, 2.766, 4.327, 2.058, 2.389, 2.402, 3.914, 1.775, 4.596, 3.18, 2.913, 5.65, 3.0, 5.712, 3.594, 3.889, 3.856, 2.0, 1223.992, 31.606, 8042.143, 0.0
3.457, 2.94, 3.591, 3.045, 5.406, 1.037, 4.246, 2.988, 2.867, 357.082, 1.689, 3.776, 4.702, 1.511, 2.276, 4.333, 3.325, 4.442, 2.278, 1.608, 5.874, 3.0, 5.391, 3.058, 3.422, 3.595, 2.0, 1485.823, 34.409, 8673.257, 0.268
2.252, 2.571, 3.553, 4.671, 5.998, 2.456, 1.255, 2.02, 2.939, 232.308, 1.983, 3.012, 2.034, 3.658, 2.532, 2.967, 2.632, 4.622, 1.382, 1.128, 3.527, 3.0, 1.514, 3.469, 3.02, 3.092, 2.0, 663.428, 27.089, 20975.2, 1.34
3.364, 1.251, 3.698, 4.569, 6.727, 1.712, 1.142, 3.864, 3.813, 214.553, 3.774, 3.47, 4.349, 2.367, 2.811, 4.064, 2.897, 4.357, 1.208, 1.435, 4.531, 3.0, 4.08, 3.061, 4.404, 3.643, 2.0, 264.994, 19.589, 5058.227, 1.072
2.569, 2.617, 4.088, 3.479, 3.587, 2.127, 3.867, 4.489, 4.783, 140.39, 2.762, 3.238, 2.218, 3.79, 2.212, 3.783, 2.646, 2.119, 2.122, 2.155, 3.306, 3.0, 1.428, 3.759, 2.938, 3.061, 2.0, 519.352, 24.545, 3115.844, 0.804
2.259, 3.512, 4.856, 4.576, 3.029, 2.547, 4.749, 1.753, 1.215, 154.387, 2.854, 4.282, 2.158, 3.269, 2.207, 5.259, 2.807, 2.598, 1.272, 2.587, 4.894, 3.0, 4.807, 3.426, 3.453, 3.281, 2.0, 344.667, 22.091, 705.181, 2.145
4.799, 4.404, 3.004, 4.274, 7.377, 2.677, 3.684, 5.232, 4.987, 83.624, 3.801, 4.93, 1.254, 2.75, 2.696, 5.907, 2.907, 3.593, 3.147, 1.987, 4.484, 3.0, 2.757, 3.263, 3.756, 3.534, 2.0, 369.879, 22.033, 655.03, 0.0
2.253, 3.636, 3.197, 4.514, 9.5, 2.653, 1.965, 4.171, 3.713, 133.855, 2.274, 3.15, 1.122, 2.001, 2.813, 5.466, 4.309, 2.867, 1.972, 4.188, 3.638, 3.0, 5.248, 3.825, 2.371, 3.771, 2.0, 400.607, 22.32, 1398.035, 1.072
2.712, 5.855, 3.414, 3.854, 7.971, 2.415, 2.191, 2.074, 2.644, 391.244, 1.673, 4.074, 4.794, 1.269, 2.037, 2.442, 3.9, 2.163, 3.862, 1.481, 4.04, 3.0, 4.364, 3.427, 4.591, 3.403, 2.0, 920.055, 29.105, 2764.908, 0.0
4.795, 1.82, 4.002, 4.728, 3.898, 2.797, 1.759, 3.321, 1.189, 208.897, 2.377, 3.65, 4.344, 2.687, 2.448, 4.743, 3.474, 2.315, 1.698, 3.261, 5.015, 3.0, 5.949, 3.375, 3.644, 3.269, 2.0, 301.617, 20.894, 2648.385, 1.609
3.237, 1.009, 4.184, 4.593, 3.621, 1.942, 1.295, 1.019, 4.066, 175.661, 2.556, 4.586, 2.907, 2.05, 2.073, 4.137, 2.017, 4.828, 1.413, 3.029, 4.49, 3.0, 4.38, 3.279, 3.424, 3.328, 2.0, 371.28, 22.173, 8836.591, 3.217
4.398, 3.746, 3.607, 4.258, 3.334, 1.307, 3.802, 2.749, 3.42, 189.711, 2.595, 3.483, 3.921, 3.83, 2.485, 4.87, 2.781, 2.922, 3.191, 4.345, 2.456, 3.0, 1.133, 3.032, 4.113, 3.674, 2.0, 548.91, 24.612, 1358.802, 0.0
3.991, 2.703, 3.4, 3.91, 8.06, 3.2, 4.683, 5.421, 2.897, 125.265, 2.457, 4.178, 2.724, 2.56, 2.563, 4.818, 3.087, 3.335, 2.515, 1.741, 2.728, 3.0, 4.219, 3.996, 3.619, 3.842, 2.0, 645.801, 26.218, 1535.754, 0.536
2.625, 5.316, 3.329, 3.653, 8.533, 2.295, 1.954, 1.137, 1.712, 16.197, 2.255, 4.596, 4.826, 1.883, 2.561, 2.317, 3.202, 4.22, 2.357, 2.532, 5.272, 3.0, 2.829, 3.392, 4.684, 3.273, 2.0, 78.461, 13.78, 267.022, 0.536
2.736, 1.479, 3.558, 2.256, 5.008, 1.477, 4.885, 1.785, 2.908, 391.906, 1.437, 4.613, 2.969, 1.288, 2.683, 2.485, 3.797, 3.826, 2.487, 1.537, 3.081, 3.0, 4.802, 3.693, 1.291, 3.54, 2.0, 2249.457, 39.747, 21002.938, 1.609
2.579, 1.118, 3.881, 4.502, 3.326, 2.221, 1.404, 1.703, 3.597, 178.763, 2.322, 3.702, 3.335, 1.654, 2.877, 2.461, 4.173, 3.541, 2.331, 4.664, 5.855, 3.0, 5.308, 3.777, 1.59, 3.129, 2.0, 462.467, 23.456, 6132.133, 0.0
2.224, 3.405, 4.424, 3.042, 7.548, 2.309, 3.972, 2.993, 2.267, 313.106, 2.929, 3.575, 3.951, 3.503, 2.498, 5.007, 2.14, 2.635, 2.259, 2.382, 2.935, 3.0, 1.786, 3.936, 1.243, 3.007, 2.0, 1019.504, 31.599, 5231.982, 1.072
3.046, 5.525, 3.686, 3.99, 9.624, 3.083, 4.832, 3.447, 1.217, 124.383, 2.715, 3.804, 2.56, 2.616, 2.209, 4.024, 1.706, 3.771, 2.393, 1.699, 5.096, 3.0, 5.267, 3.258, 1.914, 3.292, 2.0, 585.617, 26.853, 1599.263, 0.0
4.903, 4.352, 3.824, 3.492, 3.452, 2.709, 4.497, 3.654, 2.222, 120.825, 3.151, 3.337, 4.954, 2.41, 2.17, 4.908, 1.135, 3.338, 3.196, 4.392, 5.416, 3.0, 3.131, 3.042, 3.28, 3.585, 2.0, 494.949, 24.888, 1142.934, 0.0
4.347, 3.42, 3.978, 3.685, 7.17, 3.984, 2.999, 2.569, 2.653, 120.264, 3.627, 3.715, 4.748, 2.115, 2.572, 4.48, 3.687, 3.699, 1.924, 1.016, 2.73, 3.0, 3.009, 3.386, 4.615, 3.718, 2.0, 513.849, 24.854, 1645.32, 1.072
4.952, 3.891, 3.15, 3.604, 8.173, 2.753, 2.105, 2.367, 2.93, 224.782, 3.395, 4.194, 1.771, 2.927, 2.922, 4.882, 3.09, 4.867, 1.468, 2.029, 3.349, 3.0, 5.149, 3.751, 1.9, 3.169, 2.0, 529.064, 25.469, 9657.338, 1.609
4.862, 5.74, 4.223, 4.763, 9.503, 2.169, 4.179, 4.343, 1.774, 230.29, 2.088, 3.432, 2.056, 3.881, 2.153, 2.846, 1.325, 3.112, 1.006, 2.484, 5.511, 3.0, 5.977, 3.207, 1.06, 3.624, 2.0, 819.538, 30.072, 4166.628, 1.609
3.223, 3.058, 3.625, 4.054, 7.601, 2.605, 4.145, 2.601, 4.956, 112.758, 1.395, 3.426, 4.577, 3.576, 2.389, 3.856, 1.988, 4.912, 2.21, 4.508, 3.652, 3.0, 3.35, 3.627, 1.984, 3.535, 2.0, 417.372, 22.762, 2848.847, 0.268
2.405, 5.629, 3.159, 2.159, 8.224, 3.551, 2.173, 1.33, 2.052, 279.59, 1.117, 3.147, 3.356, 3.007, 2.591, 4.001, 3.277, 3.017, 1.615, 1.581, 2.196, 3.0, 5.051, 3.947, 3.359, 3.623, 2.0, 706.45, 27.948, 7162.623, 1.34
3.393, 1.575, 3.293, 4.687, 4.43, 2.05, 3.219, 5.376, 4.33, 74.739, 3.514, 4.024, 2.174, 1.131, 2.842, 1.426, 1.879, 3.157, 3.316, 1.13, 2.189, 3.0, 3.581, 3.566, 1.025, 3.046, 2.0, 315.455, 21.662, 3372.909, 0.0
3.423, 4.3, 3.987, 2.156, 8.354, 2.157, 2.359, 3.453, 2.261, 102.095, 1.836, 3.664, 3.911, 3.715, 2.951, 2.216, 2.323, 2.364, 3.967, 3.784, 3.006, 3.0, 3.825, 3.954, 3.477, 3.68, 2.0, 294.362, 20.498, 1459.769, 0.268
2.601, 1.658, 4.295, 4.321, 4.103, 3.364, 1.024, 1.62, 3.369, 293.248, 2.518, 3.992, 4.743, 2.808, 2.554, 3.075, 3.095, 2.422, 1.934, 4.836, 4.357, 3.0, 5.652, 3.784, 1.458, 3.176, 2.0, 338.735, 21.751, 5046.229, 1.609
4.566, 3.028, 4.976, 4.471, 6.19, 2.914, 4.705, 1.718, 4.624, 206.766, 1.556, 3.405, 1.31, 2.442, 2.035, 4.339, 1.367, 3.605, 1.561, 1.184, 5.046, 3.0, 4.757, 3.602, 2.422, 3.464, 2.0, 1092.267, 32.244, 10101.362, 1.877
3.852, 1.084, 3.864, 4.286, 4.908, 2.354, 1.884, 1.289, 4.869, 253.173, 3.442, 4.429, 1.034, 1.099, 2.565, 5.117, 4.952, 3.695, 1.332, 3.882, 5.897, 3.0, 4.817, 3.967, 4.992, 3.83, 2.0, 556.607, 23.502, 3756.517, 1.609
2.202, 1.837, 4.393, 4.416, 7.03, 1.868, 2.9, 4.021, 4.331, 100.087, 1.125, 4.022, 1.321, 2.924, 2.644, 4.334, 4.241, 3.268, 2.624, 2.723, 5.399, 3.0, 2.562, 3.234, 3.464, 3.386, 2.0, 399.008, 22.285, 1670.647, 2.145
3.343, 4.57, 3.879, 3.189, 3.486, 1.872, 4.781, 5.419, 2.288, 177.884, 2.912, 4.359, 4.492, 1.624, 2.801, 3.939, 3.753, 2.89, 2.705, 3.993, 3.333, 3.0, 5.409, 3.041, 1.621, 3.328, 2.0, 392.476, 22.603, 668.451, 1.072
2.609, 5.482, 3.444, 3.958, 3.875, 3.085, 3.497, 2.195, 1.476, 51.63, 3.915, 4.814, 4.61, 2.378, 2.597, 3.666, 4.712, 4.587, 2.699, 4.881, 3.081, 3.0, 3.78, 3.141, 4.847, 3.897, 2.0, 104.854, 14.735, 87.522, 0.536
3.704, 2.235, 3.642, 2.048, 3.449, 3.939, 4.948, 3.821, 3.832, 223.334, 1.69, 3.626, 3.119, 3.095, 2.449, 3.349, 1.216, 4.68, 2.916, 2.126, 4.126, 3.0, 2.184, 3.24, 4.771, 3.053, 2.0, 2201.461, 38.964, 6816.478, 0.268
3.577, 3.352, 3.019, 3.068, 5.95, 3.436, 2.496, 5.996, 4.745, 230.262, 2.293, 3.511, 4.594, 2.867, 2.012, 1.691, 1.525, 3.469, 2.853, 3.616, 2.287, 3.0, 1.402, 3.743, 2.538, 3.626, 2.0, 824.15, 28.488, 11773.594, 0.268
3.443, 3.514, 4.727, 2.994, 7.059, 3.241, 3.215, 2.558, 2.781, 45.265, 3.415, 3.566, 4.278, 3.309, 2.861, 5.851, 1.089, 3.013, 1.373, 3.961, 2.942, 3.0, 2.411, 3.347, 4.796, 3.768, 2.0, 110.178, 15.194, 269.28, 1.609
3.862, 3.602, 4.179, 4.741, 5.051, 1.723, 1.185, 1.188, 1.623, 177.868, 1.005, 4.315, 4.223, 1.641, 2.854, 4.757, 2.456, 2.533, 1.537, 2.186, 5.27, 3.0, 3.977, 3.922, 1.164, 3.031, 2.0, 355.667, 23.033, 8555.067, 3.217
2.732, 1.477, 3.452, 3.939, 8.226, 3.34, 4.662, 4.145, 2.237, 176.98, 3.17, 4.326, 4.039, 2.071, 2.386, 2.851, 2.396, 4.291, 1.474, 2.599, 2.145, 3.0, 5.82, 3.191, 4.044, 3.705, 2.0, 254.722, 20.265, 2095.914, 1.609
4.212, 2.557, 4.062, 3.748, 5.513, 2.56, 1.205, 5.289, 4.61, 243.947, 2.844, 3.267, 1.233, 2.039, 2.414, 3.916, 3.247, 2.51, 3.953, 1.475, 5.753, 3.0, 4.03, 3.604, 4.438, 3.699, 2.0, 876.053, 28.301, 5348.209, 0.0
4.508, 1.831, 4.192, 3.514, 8.62, 1.049, 4.573, 4.212, 3.895, 205.29, 2.562, 3.593, 2.568, 2.056, 2.043, 4.904, 4.902, 3.587, 2.09, 4.246, 2.59, 3.0, 1.233, 3.99, 2.59, 3.36, 2.0, 768.719, 27.138, 3541.362, 1.34
2.628, 1.41, 4.328, 4.32, 4.479, 2.499, 1.65, 5.491, 2.754, 117.647, 2.434, 3.078, 2.006, 2.965, 2.498, 4.384, 1.886, 4.141, 1.351, 3.393, 4.338, 3.0, 4.031, 3.037, 3.094, 3.687, 2.0, 345.697, 21.991, 3399.987, 1.609
4.424, 2.978, 4.251, 4.345, 6.081, 1.671, 3.264, 5.078, 1.018, 229.642, 3.975, 3.38, 1.824, 1.103, 2.378, 2.468, 2.371, 2.034, 3.378, 2.104, 2.921, 3.0, 4.825, 3.557, 3.633, 3.971, 2.0, 574.274, 26.491, 3010.25, 0.536
4.604, 1.65, 4.82, 4.228, 6.862, 1.874, 2.119, 1.519, 1.44, 85.786, 2.956, 4.232, 4.093, 2.727, 2.731, 1.03, 3.55, 4.488, 1.883, 1.515, 3.365, 3.0, 5.874, 3.503, 2.254, 3.215, 2.0, 131.281, 16.403, 3761.262, 3.217
2.746, 4.093, 4.424, 4.59, 7.097, 1.725, 3.528, 3.242, 2.417, 362.145, 1.678, 3.692, 4.027, 3.466, 2.28, 5.304, 4.908, 3.768, 2.956, 4.607, 5.193, 3.0, 4.397, 3.047, 2.653, 3.761, 2.0, 830.997, 27.49, 1260.779, 1.34
4.792, 5.903, 3.754, 3.762, 8.549, 1.594, 2.538, 1.803, 2.297, 384.107, 2.863, 3.281, 2.64, 2.707, 2.913, 1.678, 1.571, 2.666, 2.262, 4.115, 5.968, 3.0, 1.546, 3.335, 1.286, 3.431, 2.0, 1976.919, 37.63, 19373.22, 0.536
3.125, 4.488, 3.686, 3.078, 4.853, 1.894, 2.851, 5.604, 3.972, 262.425, 1.881, 4.797, 1.931, 1.753, 2.583, 3.823, 3.106, 3.561, 3.814, 1.345, 2.059, 3.0, 1.565, 3.272, 4.286, 3.95, 2.0, 1354.184, 32.87, 3340.05, 0.536
3.586, 3.585, 4.735, 3.396, 6.31, 2.344, 3.346, 3.333, 2.437, 60.645, 3.177, 4.611, 2.711, 2.214, 2.138, 1.069, 3.847, 2.931, 3.333, 1.323, 5.431, 3.0, 4.103, 3.802, 1.494, 3.76, 2.0, 334.156, 22.207, 1698.635, 0.0
2.419, 3.847, 3.786, 2.629, 3.054, 1.67, 3.39, 3.575, 3.541, 390.848, 3.034, 3.445, 1.067, 3.686, 2.36, 4.004, 2.296, 3.233, 1.742, 2.787, 3.938, 3.0, 4.68, 3.58, 1.405, 3.687, 2.0, 1222.618, 32.959, 10774.262, 1.609
2.229, 4.114, 4.634, 2.7, 9.883, 2.457, 4.283, 2.926, 1.582, 21.714, 1.206, 4.245, 3.688, 2.995, 2.867, 3.962, 2.074, 3.142, 1.529, 2.035, 3.367, 3.0, 3.134, 3.978, 1.397, 3.855, 2.0, 126.702, 16.628, 531.555, 2.681
